Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD9208,Surat,XYZ University,2nd,AI,College Collaboration
LD9209,Kolkata,JKL Institute,2nd,Data Science,Whatsapp
LD9210,Pune,PQR College,4th,Data Science,College Collaboration
LD9211,Surat,JKL Institute,4th,Cloud Computing,LinkedIn
LD9212,Kolkata,DEF Academy,2nd,Electric Vehicle,LinkedIn
LD9213,Kolkata,DEF Academy,2nd,Cybersecurity,Instagram
LD9214,Delhi,ABC Institute,4th,Data Science,Google Form
LD9215,Delhi,PQR College,4th,Data Science,Instagram
LD9216,Kolkata,GHI University,3rd,AI,College Collaboration
LD9217,Ahmedabad,ABC Institute,2nd,Cybersecurity,Instagram
LD9218,Pune,PQR College,2nd,Data Science,Mass-Mailing
LD9219,Ahmedabad,ABC Institute,1st,Cybersecurity,Mass-Mailing
LD9220,Mumbai,GHI University,2nd,Cloud Computing,Google Form
LD9221,Mumbai,ABC Institute,2nd,AI,Mass-Mailing
LD9222,Bangalore,JKL Institute,4th,Cybersecurity,Whatsapp
LD9223,Delhi,JKL Institute,3rd,AI,LinkedIn
LD9224,Bangalore,JKL Institute,1st,Cloud Computing,Instagram
LD9225,Mumbai,ABC Institute,3rd,Cloud Computing,Mass-Mailing
LD9226,Mumbai,ABC Institute,3rd,Data Science,LinkedIn
LD9227,Mumbai,JKL Institute,1st,Cloud Computing,Whatsapp
LD9228,Pune,DEF Academy,3rd,Cloud Computing,Mass-Mailing
LD9229,Delhi,XYZ University,1st,Electric Vehicle,Instagram
LD9230,Delhi,GHI University,4th,Data Science,Mass-Mailing
LD9231,Kolkata,XYZ University,2nd,Electric Vehicle,Whatsapp
LD9232,Pune,GHI University,2nd,Electric Vehicle,Instagram
LD9233,Mumbai,JKL Institute,3rd,Electric Vehicle,Mass-Mailing
LD9234,Delhi,GHI University,2nd,Cloud Computing,Mass-Mailing
LD9235,Ahmedabad,ABC Institute,3rd,Cloud Computing,Whatsapp
LD9236,Delhi,JKL Institute,2nd,Data Science,Mass-Mailing
LD9237,Delhi,DEF Academy,2nd,AI,Mass-Mailing
LD9238,Delhi,DEF Academy,4th,Robotics,LinkedIn
LD9239,Pune,DEF Academy,2nd,Electric Vehicle,Whatsapp
LD9240,Kolkata,ABC Institute,4th,AI,Whatsapp
LD9241,Mumbai,XYZ University,1st,Cybersecurity,College Collaboration
LD9242,Delhi,DEF Academy,2nd,AI,Mass-Mailing
LD9243,Surat,PQR College,4th,Cloud Computing,Whatsapp
LD9244,Bangalore,XYZ University,3rd,AI,Whatsapp
LD9245,Kolkata,JKL Institute,2nd,Data Science,Google Form
LD9246,Ahmedabad,GHI University,1st,Data Science,Mass-Mailing
LD9247,Kolkata,PQR College,2nd,Robotics,Instagram
LD9248,Bangalore,GHI University,4th,Cybersecurity,Instagram
LD9249,Ahmedabad,JKL Institute,2nd,Robotics,Instagram
LD9250,Chennai,DEF Academy,4th,Cybersecurity,Whatsapp
LD9251,Pune,GHI University,1st,Cybersecurity,College Collaboration
LD9252,Bangalore,XYZ University,1st,Data Science,Mass-Mailing
LD9253,Chennai,JKL Institute,4th,AI,Instagram
LD9254,Chennai,XYZ University,4th,Data Science,Whatsapp
LD9255,Ahmedabad,XYZ University,2nd,Cybersecurity,Instagram
LD9256,Delhi,PQR College,2nd,Robotics,Mass-Mailing
LD9257,Chennai,ABC Institute,1st,Electric Vehicle,College Collaboration
LD9258,Ahmedabad,JKL Institute,3rd,Cybersecurity,Mass-Mailing
LD9259,Surat,GHI University,3rd,AI,Mass-Mailing
LD9260,Ahmedabad,ABC Institute,1st,Cybersecurity,Instagram
LD9261,Mumbai,PQR College,1st,Electric Vehicle,Mass-Mailing
LD9262,Kolkata,DEF Academy,1st,Electric Vehicle,College Collaboration
LD9263,Pune,JKL Institute,2nd,AI,Mass-Mailing
LD9264,Chennai,ABC Institute,2nd,Cloud Computing,College Collaboration
LD9265,Mumbai,GHI University,2nd,Robotics,Instagram
LD9266,Pune,DEF Academy,2nd,AI,Whatsapp
LD9267,Kolkata,JKL Institute,3rd,Data Science,Mass-Mailing
LD9268,Kolkata,GHI University,4th,AI,College Collaboration
LD9269,Mumbai,XYZ University,1st,Robotics,Instagram
LD9270,Kolkata,PQR College,1st,Cloud Computing,Google Form
LD9271,Ahmedabad,ABC Institute,3rd,AI,Mass-Mailing
LD9272,Kolkata,JKL Institute,4th,Cloud Computing,College Collaboration
LD9273,Delhi,XYZ University,2nd,Data Science,LinkedIn
LD9274,Surat,XYZ University,4th,Electric Vehicle,Google Form
LD9275,Ahmedabad,PQR College,3rd,Cybersecurity,College Collaboration
LD9276,Ahmedabad,JKL Institute,2nd,AI,College Collaboration
LD9277,Bangalore,ABC Institute,4th,Cloud Computing,LinkedIn
LD9278,Bangalore,ABC Institute,1st,Data Science,Whatsapp
LD9279,Surat,GHI University,3rd,Electric Vehicle,Mass-Mailing
LD9280,Ahmedabad,GHI University,1st,Robotics,LinkedIn
LD9281,Ahmedabad,JKL Institute,4th,Cybersecurity,Instagram
LD9282,Surat,DEF Academy,1st,Data Science,LinkedIn
LD9283,Delhi,XYZ University,3rd,Cybersecurity,LinkedIn
LD9284,Ahmedabad,DEF Academy,1st,Electric Vehicle,Google Form
LD9285,Mumbai,XYZ University,1st,Robotics,Whatsapp
LD9286,Chennai,JKL Institute,3rd,Cloud Computing,Whatsapp
LD9287,Pune,ABC Institute,1st,Electric Vehicle,Instagram
LD9288,Ahmedabad,GHI University,2nd,Data Science,Instagram
LD9289,Kolkata,PQR College,2nd,Data Science,Google Form
LD9290,Delhi,DEF Academy,1st,AI,Instagram
LD9291,Pune,DEF Academy,4th,Cloud Computing,Whatsapp
LD9292,Surat,GHI University,2nd,Robotics,Mass-Mailing
LD9293,Chennai,PQR College,2nd,Data Science,College Collaboration
LD9294,Delhi,JKL Institute,3rd,Electric Vehicle,Mass-Mailing
LD9295,Bangalore,GHI University,4th,Cloud Computing,Whatsapp
LD9296,Ahmedabad,DEF Academy,3rd,Electric Vehicle,Google Form
LD9297,Ahmedabad,JKL Institute,2nd,AI,Mass-Mailing
LD9298,Pune,ABC Institute,3rd,Cybersecurity,Mass-Mailing
LD9299,Surat,ABC Institute,2nd,Cloud Computing,College Collaboration
LD9300,Delhi,JKL Institute,3rd,Robotics,Whatsapp
LD9301,Surat,DEF Academy,3rd,Robotics,Mass-Mailing
LD9302,Surat,GHI University,2nd,AI,Instagram
LD9303,Bangalore,ABC Institute,4th,Cloud Computing,College Collaboration
LD9304,Ahmedabad,GHI University,4th,Cloud Computing,Instagram
LD9305,Ahmedabad,ABC Institute,3rd,AI,Mass-Mailing
LD9306,Mumbai,GHI University,2nd,Cybersecurity,Whatsapp
LD9307,Delhi,JKL Institute,4th,Electric Vehicle,LinkedIn
LD9308,Pune,XYZ University,3rd,Robotics,Mass-Mailing
LD9309,Bangalore,JKL Institute,1st,Electric Vehicle,Mass-Mailing
LD9310,Bangalore,PQR College,3rd,Robotics,Google Form
LD9311,Ahmedabad,PQR College,2nd,Cybersecurity,LinkedIn
LD9312,Ahmedabad,PQR College,3rd,Cybersecurity,Whatsapp
LD9313,Ahmedabad,JKL Institute,4th,Electric Vehicle,Google Form
LD9314,Bangalore,XYZ University,1st,Robotics,LinkedIn
LD9315,Ahmedabad,XYZ University,2nd,Cybersecurity,Instagram
LD9316,Surat,DEF Academy,4th,Cloud Computing,Instagram
LD9317,Pune,XYZ University,1st,Electric Vehicle,Instagram
LD9318,Pune,JKL Institute,3rd,Robotics,Mass-Mailing
LD9319,Mumbai,ABC Institute,4th,Data Science,Whatsapp
LD9320,Surat,XYZ University,1st,Cybersecurity,College Collaboration
LD9321,Pune,JKL Institute,4th,Robotics,Google Form
LD9322,Ahmedabad,PQR College,4th,Data Science,Mass-Mailing
LD9323,Ahmedabad,XYZ University,4th,Robotics,College Collaboration
LD9324,Pune,JKL Institute,2nd,Data Science,Whatsapp
LD9325,Ahmedabad,PQR College,3rd,Data Science,College Collaboration
LD9326,Ahmedabad,XYZ University,2nd,Cybersecurity,Whatsapp
LD9327,Surat,DEF Academy,2nd,Cybersecurity,Whatsapp
LD9328,Bangalore,GHI University,2nd,Electric Vehicle,Instagram
LD9329,Pune,JKL Institute,3rd,Cybersecurity,Mass-Mailing
LD9330,Kolkata,XYZ University,3rd,Cybersecurity,Whatsapp
LD9331,Kolkata,XYZ University,3rd,Electric Vehicle,Mass-Mailing
LD9332,Chennai,DEF Academy,1st,Cybersecurity,Whatsapp
LD9333,Mumbai,XYZ University,1st,Electric Vehicle,Google Form
LD9334,Pune,JKL Institute,1st,Robotics,LinkedIn
LD9335,Chennai,XYZ University,4th,Robotics,LinkedIn
LD9336,Mumbai,ABC Institute,2nd,Cybersecurity,Mass-Mailing
LD9337,Bangalore,JKL Institute,1st,Data Science,Google Form
LD9338,Pune,DEF Academy,3rd,Cybersecurity,College Collaboration
LD9339,Surat,GHI University,1st,Robotics,College Collaboration
LD9340,Chennai,XYZ University,4th,Electric Vehicle,Whatsapp
LD9341,Pune,GHI University,3rd,AI,LinkedIn
LD9342,Ahmedabad,PQR College,2nd,AI,Instagram
LD9343,Pune,ABC Institute,2nd,Electric Vehicle,Google Form
LD9344,Bangalore,XYZ University,1st,Data Science,College Collaboration
LD9345,Kolkata,XYZ University,4th,Electric Vehicle,Mass-Mailing
LD9346,Surat,JKL Institute,2nd,Robotics,Whatsapp
LD9347,Kolkata,GHI University,3rd,Cybersecurity,Whatsapp
LD9348,Ahmedabad,JKL Institute,2nd,AI,Whatsapp
LD9349,Ahmedabad,PQR College,1st,Robotics,Google Form
LD9350,Kolkata,PQR College,3rd,AI,Instagram
LD9351,Chennai,DEF Academy,4th,Data Science,Google Form
LD9352,Mumbai,JKL Institute,1st,Robotics,Whatsapp
LD9353,Chennai,XYZ University,2nd,Robotics,LinkedIn
LD9354,Kolkata,PQR College,2nd,Data Science,Mass-Mailing
LD9355,Pune,JKL Institute,2nd,Data Science,Google Form
LD9356,Mumbai,JKL Institute,3rd,Cloud Computing,Google Form
LD9357,Delhi,ABC Institute,2nd,AI,Instagram
LD9358,Ahmedabad,XYZ University,2nd,Cybersecurity,LinkedIn
LD9359,Ahmedabad,ABC Institute,4th,Electric Vehicle,Mass-Mailing
LD9360,Pune,DEF Academy,3rd,AI,Google Form
LD9361,Kolkata,ABC Institute,3rd,Electric Vehicle,LinkedIn
LD9362,Mumbai,DEF Academy,3rd,AI,Instagram
LD9363,Ahmedabad,GHI University,3rd,Electric Vehicle,Instagram
LD9364,Surat,JKL Institute,1st,Cybersecurity,Whatsapp
LD9365,Delhi,PQR College,4th,Cybersecurity,Whatsapp
LD9366,Delhi,DEF Academy,3rd,Robotics,Mass-Mailing
LD9367,Bangalore,PQR College,4th,Robotics,LinkedIn
LD9368,Pune,JKL Institute,4th,Cybersecurity,College Collaboration
LD9369,Mumbai,ABC Institute,2nd,Cybersecurity,Google Form
LD9370,Mumbai,DEF Academy,1st,Robotics,Google Form
LD9371,Chennai,JKL Institute,3rd,Cybersecurity,College Collaboration
LD9372,Ahmedabad,DEF Academy,1st,AI,Whatsapp
LD9373,Mumbai,DEF Academy,3rd,Robotics,College Collaboration
LD9374,Mumbai,GHI University,4th,Electric Vehicle,Mass-Mailing
LD9375,Kolkata,ABC Institute,1st,Electric Vehicle,College Collaboration
LD9376,Ahmedabad,JKL Institute,2nd,Cloud Computing,LinkedIn
LD9377,Pune,PQR College,2nd,AI,Google Form
LD9378,Kolkata,ABC Institute,2nd,AI,Whatsapp
LD9379,Pune,PQR College,4th,Electric Vehicle,Instagram
LD9380,Kolkata,ABC Institute,4th,Robotics,Mass-Mailing
LD9381,Kolkata,GHI University,3rd,Data Science,Instagram
LD9382,Kolkata,JKL Institute,2nd,Cloud Computing,College Collaboration
LD9383,Kolkata,XYZ University,4th,Electric Vehicle,Google Form
LD9384,Mumbai,ABC Institute,1st,Cloud Computing,LinkedIn
LD9385,Mumbai,PQR College,2nd,Robotics,Whatsapp
LD9386,Delhi,DEF Academy,3rd,Cybersecurity,Mass-Mailing
LD9387,Bangalore,JKL Institute,4th,Data Science,Whatsapp
LD9388,Pune,ABC Institute,3rd,Data Science,Mass-Mailing
LD9389,Delhi,ABC Institute,4th,Cybersecurity,Whatsapp
LD9390,Delhi,JKL Institute,3rd,Cybersecurity,Mass-Mailing
LD9391,Ahmedabad,ABC Institute,1st,Cloud Computing,College Collaboration
LD9392,Bangalore,GHI University,1st,Data Science,LinkedIn
LD9393,Kolkata,GHI University,4th,AI,College Collaboration
LD9394,Surat,JKL Institute,1st,AI,Mass-Mailing
LD9395,Kolkata,DEF Academy,3rd,Electric Vehicle,Whatsapp
LD9396,Kolkata,DEF Academy,1st,Cloud Computing,College Collaboration
LD9397,Kolkata,DEF Academy,1st,Cybersecurity,Whatsapp
LD9398,Pune,DEF Academy,3rd,Cybersecurity,College Collaboration
LD9399,Kolkata,JKL Institute,4th,Cybersecurity,Instagram
LD9400,Mumbai,GHI University,1st,AI,Instagram
LD9401,Ahmedabad,DEF Academy,1st,AI,LinkedIn
LD9402,Kolkata,DEF Academy,1st,Cybersecurity,LinkedIn
LD9403,Kolkata,DEF Academy,4th,AI,College Collaboration
LD9404,Kolkata,ABC Institute,4th,Electric Vehicle,Instagram
LD9405,Delhi,DEF Academy,1st,Electric Vehicle,LinkedIn
LD9406,Delhi,PQR College,3rd,Cybersecurity,Google Form
LD9407,Mumbai,DEF Academy,4th,Data Science,Instagram
LD9408,Mumbai,DEF Academy,1st,AI,Instagram
LD9409,Chennai,ABC Institute,1st,Cybersecurity,Mass-Mailing
LD9410,Mumbai,XYZ University,1st,Cloud Computing,LinkedIn
LD9411,Kolkata,JKL Institute,4th,Cloud Computing,LinkedIn
LD9412,Kolkata,DEF Academy,3rd,Cloud Computing,LinkedIn
LD9413,Mumbai,DEF Academy,1st,Data Science,Whatsapp
LD9414,Delhi,ABC Institute,2nd,Cybersecurity,Mass-Mailing
LD9415,Delhi,XYZ University,1st,Data Science,Mass-Mailing
LD9416,Mumbai,PQR College,4th,Robotics,Instagram
LD9417,Delhi,DEF Academy,4th,AI,Google Form
LD9418,Mumbai,JKL Institute,3rd,Data Science,College Collaboration
LD9419,Delhi,GHI University,2nd,Cybersecurity,College Collaboration
LD9420,Delhi,ABC Institute,3rd,Cloud Computing,LinkedIn
LD9421,Mumbai,JKL Institute,3rd,Electric Vehicle,College Collaboration
LD9422,Kolkata,XYZ University,1st,Cybersecurity,Mass-Mailing
LD9423,Chennai,DEF Academy,2nd,Cybersecurity,Instagram
LD9424,Mumbai,PQR College,2nd,Data Science,Google Form
LD9425,Mumbai,ABC Institute,3rd,Robotics,Mass-Mailing
LD9426,Chennai,PQR College,4th,Robotics,Mass-Mailing
LD9427,Mumbai,XYZ University,2nd,Cloud Computing,Whatsapp
LD9428,Chennai,ABC Institute,2nd,Data Science,College Collaboration
LD9429,Mumbai,JKL Institute,1st,Robotics,Google Form
LD9430,Ahmedabad,DEF Academy,4th,AI,LinkedIn
LD9431,Chennai,GHI University,1st,AI,Instagram
LD9432,Delhi,PQR College,3rd,Cloud Computing,LinkedIn
LD9433,Delhi,JKL Institute,4th,Electric Vehicle,Mass-Mailing
LD9434,Kolkata,ABC Institute,1st,AI,LinkedIn
LD9435,Bangalore,ABC Institute,2nd,Cloud Computing,Mass-Mailing
LD9436,Kolkata,GHI University,4th,Electric Vehicle,LinkedIn
LD9437,Surat,GHI University,3rd,Cybersecurity,Mass-Mailing
LD9438,Pune,PQR College,4th,AI,Mass-Mailing
LD9439,Bangalore,GHI University,3rd,Robotics,Mass-Mailing
LD9440,Delhi,ABC Institute,2nd,Data Science,Mass-Mailing
LD9441,Bangalore,ABC Institute,3rd,Cloud Computing,Instagram
LD9442,Delhi,DEF Academy,1st,AI,Mass-Mailing
LD9443,Chennai,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD9444,Kolkata,XYZ University,4th,Cybersecurity,Instagram
LD9445,Bangalore,GHI University,1st,Cloud Computing,Whatsapp
LD9446,Ahmedabad,JKL Institute,3rd,Electric Vehicle,College Collaboration
LD9447,Mumbai,JKL Institute,1st,Cloud Computing,Mass-Mailing
LD9448,Mumbai,DEF Academy,3rd,Electric Vehicle,Mass-Mailing
LD9449,Ahmedabad,XYZ University,3rd,Electric Vehicle,Instagram
LD9450,Surat,ABC Institute,4th,Cybersecurity,Mass-Mailing
LD9451,Ahmedabad,JKL Institute,1st,Electric Vehicle,Google Form
LD9452,Mumbai,ABC Institute,4th,Cloud Computing,College Collaboration
LD9453,Ahmedabad,GHI University,4th,AI,Whatsapp
LD9454,Bangalore,PQR College,3rd,Robotics,Mass-Mailing
LD9455,Bangalore,GHI University,2nd,AI,LinkedIn
LD9456,Ahmedabad,JKL Institute,1st,Cybersecurity,Google Form
LD9457,Mumbai,PQR College,1st,Electric Vehicle,Mass-Mailing
LD9458,Kolkata,PQR College,1st,Cloud Computing,Instagram
LD9459,Kolkata,XYZ University,4th,Data Science,Whatsapp
LD9460,Ahmedabad,PQR College,3rd,Cybersecurity,LinkedIn
LD9461,Delhi,ABC Institute,1st,Cloud Computing,College Collaboration
LD9462,Pune,JKL Institute,4th,Cloud Computing,Mass-Mailing
LD9463,Mumbai,XYZ University,1st,Cybersecurity,Google Form
LD9464,Pune,GHI University,4th,Robotics,College Collaboration
LD9465,Delhi,XYZ University,3rd,Data Science,Instagram
LD9466,Pune,JKL Institute,2nd,Robotics,Whatsapp
LD9467,Pune,ABC Institute,3rd,Robotics,Google Form
LD9468,Kolkata,XYZ University,1st,Robotics,Mass-Mailing
LD9469,Kolkata,GHI University,4th,Cloud Computing,Whatsapp
LD9470,Delhi,GHI University,1st,Electric Vehicle,Instagram
LD9471,Pune,JKL Institute,4th,Cybersecurity,Instagram
LD9472,Ahmedabad,DEF Academy,2nd,Cloud Computing,Whatsapp
LD9473,Surat,DEF Academy,1st,Electric Vehicle,Google Form
LD9474,Ahmedabad,DEF Academy,1st,Cloud Computing,Instagram
LD9475,Mumbai,XYZ University,1st,Data Science,College Collaboration
LD9476,Bangalore,DEF Academy,1st,AI,College Collaboration
LD9477,Ahmedabad,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD9478,Pune,ABC Institute,1st,Data Science,LinkedIn
LD9479,Bangalore,ABC Institute,4th,Cybersecurity,Instagram
LD9480,Bangalore,ABC Institute,3rd,Cybersecurity,College Collaboration
LD9481,Ahmedabad,ABC Institute,3rd,Data Science,Google Form
LD9482,Chennai,ABC Institute,3rd,Cybersecurity,Mass-Mailing
LD9483,Ahmedabad,DEF Academy,3rd,Cloud Computing,LinkedIn
LD9484,Surat,XYZ University,2nd,AI,Whatsapp
LD9485,Kolkata,PQR College,2nd,Robotics,College Collaboration
LD9486,Chennai,PQR College,4th,Robotics,Whatsapp
LD9487,Ahmedabad,XYZ University,1st,Robotics,Whatsapp
LD9488,Bangalore,DEF Academy,3rd,AI,Whatsapp
LD9489,Pune,JKL Institute,1st,AI,LinkedIn
LD9490,Kolkata,DEF Academy,4th,Data Science,Mass-Mailing
LD9491,Kolkata,XYZ University,2nd,Data Science,College Collaboration
LD9492,Mumbai,GHI University,3rd,Cloud Computing,College Collaboration
LD9493,Bangalore,XYZ University,4th,Cybersecurity,Google Form
LD9494,Kolkata,DEF Academy,1st,Electric Vehicle,Instagram
LD9495,Pune,ABC Institute,4th,Electric Vehicle,Mass-Mailing
LD9496,Surat,GHI University,2nd,Data Science,Instagram
LD9497,Ahmedabad,JKL Institute,2nd,Robotics,Google Form
LD9498,Mumbai,PQR College,4th,Robotics,LinkedIn
LD9499,Pune,XYZ University,2nd,Robotics,Whatsapp
LD9500,Delhi,GHI University,1st,Electric Vehicle,Instagram
LD9501,Bangalore,PQR College,4th,Robotics,Instagram
LD9502,Ahmedabad,XYZ University,1st,AI,LinkedIn
LD9503,Ahmedabad,GHI University,3rd,Cloud Computing,Google Form
LD9504,Ahmedabad,GHI University,4th,AI,College Collaboration
LD9505,Delhi,DEF Academy,4th,AI,Instagram
LD9506,Pune,JKL Institute,3rd,AI,LinkedIn
LD9507,Bangalore,JKL Institute,1st,Electric Vehicle,Whatsapp
LD9508,Surat,PQR College,4th,AI,Google Form
LD9509,Bangalore,DEF Academy,1st,Data Science,Whatsapp
LD9510,Pune,PQR College,2nd,Cybersecurity,Instagram
LD9511,Pune,ABC Institute,1st,Electric Vehicle,College Collaboration
LD9512,Kolkata,XYZ University,3rd,Data Science,Mass-Mailing
LD9513,Mumbai,JKL Institute,2nd,Cybersecurity,LinkedIn
LD9514,Chennai,ABC Institute,1st,Cybersecurity,LinkedIn
LD9515,Surat,DEF Academy,1st,Electric Vehicle,Instagram
LD9516,Kolkata,DEF Academy,4th,Electric Vehicle,Whatsapp
LD9517,Kolkata,XYZ University,4th,Data Science,Instagram
LD9518,Surat,ABC Institute,3rd,Cybersecurity,College Collaboration
LD9519,Kolkata,JKL Institute,1st,Cloud Computing,College Collaboration
LD9520,Delhi,ABC Institute,4th,Robotics,Whatsapp
LD9521,Pune,ABC Institute,3rd,Cybersecurity,Google Form
LD9522,Pune,GHI University,2nd,Data Science,LinkedIn
LD9523,Ahmedabad,GHI University,3rd,Cybersecurity,Instagram
LD9524,Delhi,ABC Institute,4th,Cloud Computing,College Collaboration
LD9525,Delhi,GHI University,1st,Electric Vehicle,College Collaboration
LD9526,Bangalore,XYZ University,4th,Data Science,College Collaboration
LD9527,Delhi,PQR College,1st,AI,Google Form
LD9528,Mumbai,PQR College,3rd,Robotics,Google Form
LD9529,Delhi,XYZ University,3rd,Cloud Computing,Mass-Mailing
LD9530,Kolkata,XYZ University,4th,Robotics,Instagram
LD9531,Pune,ABC Institute,2nd,AI,Instagram
LD9532,Ahmedabad,PQR College,1st,AI,Instagram
LD9533,Ahmedabad,JKL Institute,1st,AI,Mass-Mailing
LD9534,Chennai,JKL Institute,1st,Data Science,Google Form
LD9535,Mumbai,ABC Institute,1st,Cloud Computing,College Collaboration
LD9536,Mumbai,GHI University,4th,Electric Vehicle,College Collaboration
LD9537,Pune,ABC Institute,3rd,Robotics,College Collaboration
LD9538,Surat,XYZ University,4th,AI,College Collaboration
LD9539,Chennai,DEF Academy,1st,Data Science,LinkedIn
LD9540,Surat,DEF Academy,4th,Robotics,LinkedIn
LD9541,Mumbai,XYZ University,1st,Electric Vehicle,College Collaboration
LD9542,Mumbai,JKL Institute,1st,AI,Mass-Mailing
LD9543,Delhi,GHI University,4th,Cloud Computing,Mass-Mailing
LD9544,Mumbai,JKL Institute,4th,AI,LinkedIn
LD9545,Bangalore,GHI University,2nd,AI,College Collaboration
LD9546,Mumbai,ABC Institute,2nd,Data Science,LinkedIn
LD9547,Pune,JKL Institute,4th,Robotics,Mass-Mailing
LD9548,Pune,JKL Institute,4th,Cybersecurity,College Collaboration
LD9549,Bangalore,ABC Institute,3rd,Cybersecurity,Mass-Mailing
LD9550,Ahmedabad,GHI University,4th,Data Science,LinkedIn
LD9551,Pune,GHI University,2nd,Robotics,Whatsapp
LD9552,Delhi,DEF Academy,2nd,Data Science,Whatsapp
LD9553,Delhi,ABC Institute,4th,AI,LinkedIn
LD9554,Ahmedabad,XYZ University,2nd,AI,Mass-Mailing
LD9555,Surat,DEF Academy,4th,Cybersecurity,Mass-Mailing
LD9556,Mumbai,XYZ University,1st,Cybersecurity,Google Form
LD9557,Surat,PQR College,3rd,Electric Vehicle,Instagram
LD9558,Kolkata,DEF Academy,2nd,Cybersecurity,LinkedIn
LD9559,Chennai,PQR College,4th,AI,Mass-Mailing
LD9560,Delhi,JKL Institute,3rd,Robotics,Whatsapp
LD9561,Delhi,JKL Institute,1st,Cloud Computing,Google Form
LD9562,Mumbai,ABC Institute,3rd,Data Science,Google Form
LD9563,Mumbai,GHI University,3rd,Robotics,Mass-Mailing
LD9564,Mumbai,GHI University,2nd,Robotics,LinkedIn
LD9565,Bangalore,ABC Institute,2nd,Robotics,Mass-Mailing
LD9566,Delhi,XYZ University,1st,Data Science,Instagram
LD9567,Delhi,GHI University,3rd,Cybersecurity,LinkedIn
LD9568,Surat,DEF Academy,3rd,Robotics,College Collaboration
LD9569,Ahmedabad,ABC Institute,3rd,AI,Instagram
LD9570,Surat,PQR College,4th,Electric Vehicle,College Collaboration
LD9571,Chennai,DEF Academy,1st,AI,Instagram
LD9572,Chennai,ABC Institute,2nd,Cloud Computing,Google Form
LD9573,Pune,JKL Institute,2nd,Robotics,College Collaboration
LD9574,Chennai,GHI University,2nd,Cloud Computing,Instagram
LD9575,Mumbai,PQR College,2nd,Robotics,Mass-Mailing
LD9576,Kolkata,DEF Academy,4th,Data Science,Mass-Mailing
LD9577,Surat,DEF Academy,3rd,AI,Instagram
LD9578,Chennai,XYZ University,4th,Electric Vehicle,Mass-Mailing
LD9579,Pune,GHI University,3rd,Cybersecurity,Whatsapp
